id,year,decade,rank,title,artist,title_norm,artist_norm,source,url,word_count
2173,1996,1990,82,This Is Your Night,Amber,this is your night,amber,genius,https://genius.com/Amber-this-is-your-night-lyrics,353.0
2174,1996,1990,83,You Remind Me of Something,R. Kelly,you remind me of something,r kelly,genius,https://genius.com/R-kelly-you-remind-me-of-something-lyrics,521.0
2175,1996,1990,84,Runaway,Janet Jackson,runaway,janet jackson,genius,https://genius.com/Janet-jackson-runaway-lyrics,278.0
2176,1996,1990,85,Set U Free,Planet Soul,set u free,planet soul,genius,https://genius.com/Planet-soul-set-u-free-lyrics,314.0
2177,1996,1990,86,Hit Me Off,New Edition,hit me off,new edition,genius,https://genius.com/New-edition-hit-me-off-lyrics,411.0
2178,1996,1990,87,No One Else,Total,no one else,total,genius,https://genius.com/Total-no-one-else-lyrics,537.0
2179,1996,1990,88,My Boo,Ghost Town DJ's,my boo,ghost town djs,genius,https://genius.com/Ghost-town-djs-my-boo-lyrics,468.0
2181,1996,1990,90,That Girl,Maxi Priest featuring Shaggy,that girl,maxi priest,genius,https://genius.com/Maxi-priest-that-girl-lyrics,510.0
2182,1996,1990,91,Po Pimp,Do or Die featuring Twista,po pimp,do or die,genius,https://genius.com/Do-or-die-po-pimp-lyrics,914.0
2183,1996,1990,92,Until It Sleeps,Metallica,until it sleeps,metallica,genius,https://genius.com/Metallica-until-it-sleeps-lyrics,282.0
2184,1996,1990,93,Hay,Crucial Conflict,hay,crucial conflict,genius,https://genius.com/Crucial-conflict-hay-lyrics,744.0
2185,1996,1990,94,Beautiful Life,Ace of Base,beautiful life,ace of base,genius,https://genius.com/Ace-of-base-beautiful-life-lyrics,303.0
2186,1996,1990,95,Back for Good,Take That,back for good,take that,genius,https://genius.com/Take-that-back-for-good-lyrics,473.0
2187,1996,1990,96,"I Got Id"" / ""Long Road",Pearl Jam,i got id long road,pearl jam,genius,https://genius.com/Pearl-jam-i-got-id-lyrics,195.0
2188,1996,1990,97,Soon as I Get Home,Faith Evans,soon as i get home,faith evans,genius,https://genius.com/Faith-evans-soon-as-i-get-home-lyrics,381.0
2189,1996,1990,98,Macarena,Los del Río,macarena,los del rio,genius,https://genius.com/Los-del-rio-macarena-lyrics,429.0
2190,1996,1990,99,Only Wanna Be with You,Hootie & the Blowfish,only wanna be with you,hootie the blowfish,genius,https://genius.com/Hootie-and-the-blowfish-only-wanna-be-with-you-lyrics,297.0
2191,1996,1990,100,Don't Cry,Seal,dont cry,seal,genius,https://genius.com/Seal-dont-cry-lyrics,300.0
2192,1997,1990,1,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,candle in the wind 1997 something about the way you look tonight,elton john,genius,https://genius.com/Elton-john-candle-in-the-wind-1997-lyrics,293.0
2193,1997,1990,2,"You Were Meant for Me"" / ""Foolish Games",Jewel,you were meant for me foolish games,jewel,genius,https://genius.com/Jewel-you-were-meant-for-me-lyrics,361.0
2194,1997,1990,3,I'll Be Missing You,Puff Daddy and Faith Evans featuring 112,ill be missing you,puff daddy and faith evans,genius,https://genius.com/Diddy-ill-be-missing-you-lyrics,599.0
2195,1997,1990,4,Un-Break My Heart,Toni Braxton,unbreak my heart,toni braxton,genius,https://genius.com/Toni-braxton-un-break-my-heart-lyrics,342.0
2196,1997,1990,5,Can't Nobody Hold Me Down,Puff Daddy featuring Mase,cant nobody hold me down,puff daddy,genius,https://genius.com/Diddy-cant-nobody-hold-me-down-lyrics,660.0
2197,1997,1990,6,I Believe I Can Fly,R. Kelly,i believe i can fly,r kelly,genius,https://genius.com/R-kelly-i-believe-i-can-fly-lyrics,372.0
2198,1997,1990,7,Don't Let Go (Love),En Vogue,dont let go love,en vogue,genius,https://genius.com/En-vogue-dont-let-go-love-lyrics,378.0
2199,1997,1990,8,Return of the Mack,Mark Morrison,return of the mack,mark morrison,genius,https://genius.com/Mark-morrison-return-of-the-mack-lyrics,494.0
2200,1997,1990,9,How Do I Live,LeAnn Rimes,how do i live,leann rimes,genius,https://genius.com/Leann-rimes-how-do-i-live-lyrics,287.0
2201,1997,1990,10,Wannabe,Spice Girls,wannabe,spice girls,genius,https://genius.com/Spice-girls-wannabe-lyrics,517.0
2202,1997,1990,11,Quit Playing Games (With My Heart),Backstreet Boys,quit playing games with my heart,backstreet boys,genius,https://genius.com/Backstreet-boys-quit-playing-games-with-my-heart-lyrics,387.0
2203,1997,1990,12,MMMBop,Hanson,mmmbop,hanson,genius,https://genius.com/Hanson-mmmbop-lyrics,531.0
2204,1997,1990,13,For You I Will,Monica,for you i will,monica,genius,https://genius.com/Monica-for-you-i-will-lyrics,460.0
2205,1997,1990,14,You Make Me Wanna...,Usher,you make me wanna,usher,genius,https://genius.com/Usher-you-make-me-wanna-lyrics,710.0
2206,1997,1990,15,Bitch,Meredith Brooks,bitch,meredith brooks,genius,https://genius.com/Meredith-brooks-bitch-lyrics,305.0
2207,1997,1990,16,Nobody,Keith Sweat featuring Athena Cage,nobody,keith sweat,genius,https://genius.com/Keith-sweat-nobody-lyrics,304.0
2208,1997,1990,17,Semi-Charmed Life,Third Eye Blind,semicharmed life,third eye blind,genius,https://genius.com/Third-eye-blind-semi-charmed-life-lyrics,536.0
2209,1997,1990,18,Barely Breathing,Duncan Sheik,barely breathing,duncan sheik,genius,https://genius.com/Duncan-sheik-barely-breathing-lyrics,339.0
2210,1997,1990,19,Hard to Say I'm Sorry,Az Yet featuring Peter Cetera,hard to say im sorry,az yet,genius,https://genius.com/Az-yet-hard-to-say-im-sorry-lyrics,176.0
2211,1997,1990,20,Mo Money Mo Problems,The Notorious B.I.G. featuring Puff Daddy and Mase,mo money mo problems,the notorious big,genius,https://genius.com/The-notorious-big-mo-money-mo-problems-lyrics,705.0
2212,1997,1990,21,The Freshmen,The Verve Pipe,the freshmen,the verve pipe,genius,https://genius.com/The-verve-pipe-the-freshmen-lyrics,360.0
2213,1997,1990,22,I Want You,Savage Garden,i want you,savage garden,genius,https://genius.com/Savage-garden-i-want-you-lyrics,509.0
2214,1997,1990,23,No Diggity,Blackstreet featuring Dr. Dre,no diggity,blackstreet,genius,https://genius.com/Blackstreet-no-diggity-lyrics,816.0
2215,1997,1990,24,I Belong to You (Every Time I See Your Face),Rome,i belong to you every time i see your face,rome,genius,https://genius.com/Rome-r-b-i-belong-to-you-every-time-i-see-your-face-lyrics,449.0
2216,1997,1990,25,Hypnotize,The Notorious B.I.G.,hypnotize,the notorious big,genius,https://genius.com/The-notorious-big-hypnotize-lyrics,750.0
2217,1997,1990,26,Every Time I Close My Eyes,Babyface,every time i close my eyes,babyface,genius,https://genius.com/Babyface-every-time-i-close-my-eyes-timbaland-remix-lyrics,362.0
2218,1997,1990,27,In My Bed,Dru Hill,in my bed,dru hill,genius,https://genius.com/Dru-hill-in-my-bed-lyrics,413.0
2219,1997,1990,28,Say You'll Be There,Spice Girls,say youll be there,spice girls,genius,https://genius.com/Spice-girls-say-youll-be-there-lyrics,421.0
2220,1997,1990,29,Do You Know (What It Takes),Robyn,do you know what it takes,robyn,genius,https://genius.com/Robyn-do-you-know-what-it-takes-lyrics,339.0
2221,1997,1990,30,4 Seasons of Loneliness,Boyz II Men,4 seasons of loneliness,boyz ii men,genius,https://genius.com/Boyz-ii-men-4-seasons-of-loneliness-lyrics,502.0
2222,1997,1990,31,G.H.E.T.T.O.U.T.,Changing Faces,ghettout,changing faces,genius,https://genius.com/Changing-faces-ghettout-lyrics,450.0
2223,1997,1990,32,Honey,Mariah Carey,honey,mariah carey,genius,https://genius.com/Mariah-carey-honey-lyrics,726.0
2224,1997,1990,33,I Believe in You and Me,Whitney Houston,i believe in you and me,whitney houston,genius,https://genius.com/Barry-manilow-i-believe-in-you-and-me-lyrics,203.0
2225,1997,1990,34,Da' Dip,Freak Nasty,da dip,freak nasty,genius,https://genius.com/Freak-nasty-da-dip-lyrics,908.0
2226,1997,1990,35,2 Become 1,Spice Girls,2 become 1,spice girls,genius,https://genius.com/Spice-girls-2-become-1-lyrics,320.0
2227,1997,1990,36,All for You,Sister Hazel,all for you,sister hazel,genius,https://genius.com/Sister-hazel-all-for-you-lyrics,272.0
2228,1997,1990,37,Cupid,112,cupid,112,genius,https://genius.com/112-cupid-lyrics,375.0
2229,1997,1990,38,Where Have All the Cowboys Gone?,Paula Cole,where have all the cowboys gone,paula cole,genius,https://genius.com/Paula-cole-where-have-all-the-cowboys-gone-lyrics,287.0
2230,1997,1990,39,Sunny Came Home,Shawn Colvin,sunny came home,shawn colvin,genius,https://genius.com/Shawn-colvin-sunny-came-home-lyrics,193.0
2231,1997,1990,40,It's Your Love,Tim McGraw with Faith Hill,its your love,tim mcgraw with faith hill,azlyrics,https://www.azlyrics.com/lyrics/timmcgraw/itsyourlove.html,262.0
2232,1997,1990,41,Ooh Aah... Just a Little Bit,Gina G,ooh aah just a little bit,gina g,genius,https://genius.com/Gina-g-ooh-aah-just-a-little-bit-lyrics,367.0
2233,1997,1990,42,Mouth,Merril Bainbridge,mouth,merril bainbridge,genius,https://genius.com/Merril-bainbridge-mouth-lyrics,305.0
2234,1997,1990,43,All Cried Out,Allure featuring 112,all cried out,allure,genius,https://genius.com/Allure-all-cried-out-lyrics,332.0
2235,1997,1990,44,I'm Still in Love with You,New Edition,im still in love with you,new edition,genius,https://genius.com/New-edition-im-still-in-love-with-you-lyrics,492.0
2236,1997,1990,45,Invisible Man,98 Degrees,invisible man,98 degrees,genius,https://genius.com/98-invisible-man-lyrics,438.0
2237,1997,1990,46,Not Tonight,"Lil' Kim featuring Da Brat, Left Eye, Missy Elliott and Angie Martinez",not tonight,lil kim,genius,https://genius.com/Lil-kim-not-tonight-ladies-night-remix-lyrics,896.0
2238,1997,1990,47,Look into My Eyes,Bone Thugs-n-Harmony,look into my eyes,bone thugsnharmony,genius,https://genius.com/Bone-thugs-n-harmony-look-into-my-eyes-lyrics,1005.0
2239,1997,1990,48,Get It Together,702,get it together,702,genius,https://genius.com/702-get-it-together-lyrics,442.0
2240,1997,1990,49,All by Myself,Celine Dion,all by myself,celine dion,genius,https://genius.com/Celine-dion-all-by-myself-lyrics,144.0
2241,1997,1990,51,My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,my love is the shhh,somethin for the people,genius,https://genius.com/Somethin-for-the-people-my-love-is-the-shhh-lyrics,407.0
2242,1997,1990,52,Where Do You Go,No Mercy,where do you go,no mercy,genius,https://genius.com/No-mercy-where-do-you-go-lyrics,332.0
2243,1997,1990,53,I Finally Found Someone,Barbra Streisand and Bryan Adams,i finally found someone,barbra streisand and bryan adams,genius,https://genius.com/Barbra-streisand-and-bryan-adams-i-finally-found-someone-lyrics,256.0
2244,1997,1990,54,I'll Be,Foxy Brown featuring Jay-Z,ill be,foxy brown,genius,https://genius.com/Foxy-brown-ill-be-lyrics,624.0
2245,1997,1990,55,If It Makes You Happy,Sheryl Crow,if it makes you happy,sheryl crow,genius,https://genius.com/Sheryl-crow-if-it-makes-you-happy-lyrics,259.0
2246,1997,1990,56,Never Make a Promise,Dru Hill,never make a promise,dru hill,genius,https://genius.com/Dru-hill-never-make-a-promise-lyrics,599.0
2247,1997,1990,57,When You Love a Woman,Journey,when you love a woman,journey,genius,https://genius.com/Journey-when-you-love-a-woman-lyrics,217.0
2248,1997,1990,58,Up Jumps da Boogie,Magoo and Timbaland,up jumps da boogie,magoo and timbaland,genius,https://genius.com/Timbaland-and-magoo-up-jumps-da-boogie-lyrics,834.0
2249,1997,1990,59,"I Don't Want To"" / ""I Love Me Some Him",Toni Braxton,i dont want to i love me some him,toni braxton,genius,https://genius.com/Toni-braxton-i-dont-want-to-lyrics,323.0
2250,1997,1990,60,Everyday Is a Winding Road,Sheryl Crow,everyday is a winding road,sheryl crow,genius,https://genius.com/Sheryl-crow-everyday-is-a-winding-road-lyrics,283.0
2251,1997,1990,61,Cold Rock a Party,MC Lyte,cold rock a party,mc lyte,genius,https://genius.com/Mc-lyte-cold-rock-a-party-lyrics,590.0
2252,1997,1990,62,Pony,Ginuwine,pony,ginuwine,genius,https://genius.com/Ginuwine-pony-lyrics,339.0
2253,1997,1990,63,Building a Mystery,Sarah McLachlan,building a mystery,sarah mclachlan,genius,https://genius.com/Sarah-mclachlan-building-a-mystery-lyrics,258.0
2254,1997,1990,64,I Love You Always Forever,Donna Lewis,i love you always forever,donna lewis,genius,https://genius.com/Donna-lewis-i-love-you-always-forever-lyrics,341.0
2255,1997,1990,65,Your Woman,White Town,your woman,white town,genius,https://genius.com/White-town-your-woman-lyrics,278.0
2256,1997,1990,66,C U When U Get There,Coolio featuring 40 Thevz,c u when u get there,coolio,genius,https://genius.com/Coolio-c-u-when-u-get-there-lyrics,777.0
2257,1997,1990,67,Change the World,Eric Clapton,change the world,eric clapton,genius,https://genius.com/Eric-clapton-change-the-world-lyrics,194.0
2259,1997,1990,69,Tubthumping,Chumbawamba,tubthumping,chumbawamba,genius,https://genius.com/Chumbawamba-tubthumping-lyrics,713.0
2260,1997,1990,70,Gotham City,R. Kelly,gotham city,r kelly,genius,https://genius.com/R-kelly-gotham-city-lyrics,392.0
2261,1997,1990,71,Last Night,Az Yet,last night,az yet,genius,https://genius.com/Az-yet-last-night-lyrics,414.0
2263,1997,1990,73,Big Daddy,Heavy D,big daddy,heavy d,genius,https://genius.com/Heavy-d-big-daddy-lyrics,445.0
2264,1997,1990,74,What About Us,Total,what about us,total,genius,https://genius.com/Total-what-about-us-lyrics,609.0
2265,1997,1990,75,Smile,Scarface featuring 2Pac and Johnny P.,smile,scarface,genius,https://genius.com/Scarface-smile-lyrics,696.0
2266,1997,1990,76,What's on Tonight,Montell Jordan,whats on tonight,montell jordan,genius,https://genius.com/Montell-jordan-whats-on-tonight-lyrics,476.0
2267,1997,1990,77,Secret Garden,Bruce Springsteen,secret garden,bruce springsteen,genius,https://genius.com/Bruce-springsteen-secret-garden-lyrics,163.0
2268,1997,1990,78,The One I Gave My Heart To,Aaliyah,the one i gave my heart to,aaliyah,genius,https://genius.com/Aaliyah-the-one-i-gave-my-heart-to-lyrics,396.0
2269,1997,1990,79,Fly Like an Eagle,Seal,fly like an eagle,seal,genius,https://genius.com/Seal-fly-like-an-eagle-lyrics,319.0
2270,1997,1990,80,No Time,Lil' Kim featuring Puff Daddy,no time,lil kim,genius,https://genius.com/Lil-kim-no-time-lyrics,816.0
2271,1997,1990,81,Naked Eye,Luscious Jackson,naked eye,luscious jackson,genius,https://genius.com/Luscious-jackson-naked-eye-lyrics,463.0
2272,1997,1990,82,Macarena (Bayside Boys Mix),Los del Río,macarena bayside boys mix,los del rio,azlyrics,https://www.azlyrics.com/lyrics/losdelrio/macarenabaysideboysmix.html,303.0
2273,1997,1990,83,On & On,Erykah Badu,on on,erykah badu,genius,https://genius.com/Erykah-badu-on-and-on-lyrics,455.0
2274,1997,1990,84,Don't Wanna Be a Player,Joe,dont wanna be a player,joe,genius,https://genius.com/Joe-dont-wanna-be-a-player-lyrics,511.0
2275,1997,1990,85,I Shot the Sheriff,Warren G,i shot the sheriff,warren g,genius,https://genius.com/Warren-g-i-shot-the-sheriff-lyrics,556.0
2276,1997,1990,86,You Should Be Mine (Don't Waste Your Time),Brian McKnight featuring Mase,you should be mine dont waste your time,brian mcknight,genius,https://genius.com/Brian-mcknight-you-should-be-mine-dont-waste-your-time-lyrics,539.0
2277,1997,1990,87,Don't Cry for Me Argentina,Madonna,dont cry for me argentina,madonna,genius,https://genius.com/Madonna-dont-cry-for-me-argentina-lyrics,251.0
2278,1997,1990,88,Someone,SWV featuring Puff Daddy,someone,swv,genius,https://genius.com/Swv-someone-lyrics,529.0
2279,1997,1990,89,Go the Distance,Michael Bolton,go the distance,michael bolton,genius,https://genius.com/Michael-bolton-go-the-distance-lyrics,238.0
2280,1997,1990,90,One More Time,Real McCoy,one more time,real mccoy,genius,https://genius.com/Real-mccoy-one-more-time-lyrics,425.0
2281,1997,1990,91,Butta Love,Next,butta love,next,genius,https://genius.com/Next-butta-love-lyrics,559.0
2282,1997,1990,92,Coco Jamboo,Mr. President,coco jamboo,mr president,genius,https://genius.com/Mr-president-coco-jamboo-lyrics,413.0
2283,1997,1990,93,Twisted,Keith Sweat,twisted,keith sweat,genius,https://genius.com/Keith-sweat-twisted-lyrics,552.0
2284,1997,1990,94,Barbie Girl,Aqua,barbie girl,aqua,genius,https://genius.com/Aqua-barbie-girl-lyrics,401.0
2285,1997,1990,95,"When You're Gone"" / ""Free to Decide",The Cranberries,when youre gone free to decide,the cranberries,genius,https://genius.com/The-cranberries-when-youre-gone-lyrics,180.0
2286,1997,1990,96,Let Me Clear My Throat,DJ Kool,let me clear my throat,dj kool,genius,https://genius.com/Dj-kool-let-me-clear-my-throat-live-lyrics,753.0
2288,1997,1990,98,"You're Makin' Me High"" / ""Let It Flow",Toni Braxton,youre makin me high let it flow,toni braxton,genius,https://genius.com/Toni-braxton-youre-makin-me-high-lyrics,397.0
2289,1997,1990,99,You Must Love Me,Madonna,you must love me,madonna,genius,https://genius.com/Madonna-you-must-love-me-lyrics,141.0
2290,1997,1990,100,Let It Go,Ray J,let it go,ray j,genius,https://genius.com/Ray-j-let-it-go-lyrics,290.0
2291,1998,1990,1,Too Close,Next,too close,next,genius,https://genius.com/Next-too-close-lyrics,481.0
2292,1998,1990,2,The Boy Is Mine,Brandy and Monica,the boy is mine,brandy and monica,genius,https://genius.com/Polskie-tumaczenia-genius-ariana-grande-brandy-and-monica-the-boy-is-mine-remix-polskie-tumaczenie-lyrics,433.0
2293,1998,1990,3,You're Still the One,Shania Twain,youre still the one,shania twain,genius,https://genius.com/Shania-twain-youre-still-the-one-lyrics,287.0
2294,1998,1990,4,Truly Madly Deeply,Savage Garden,truly madly deeply,savage garden,genius,https://genius.com/Savage-garden-truly-madly-deeply-lyrics,318.0
2295,1998,1990,5,How Do I Live,LeAnn Rimes,how do i live,leann rimes,genius,https://genius.com/Leann-rimes-how-do-i-live-lyrics,287.0
2296,1998,1990,6,Together Again,Janet,together again,janet,genius,https://genius.com/Janet-jackson-together-again-lyrics,435.0
2297,1998,1990,7,All My Life,K-Ci & JoJo,all my life,kci jojo,genius,https://genius.com/K-ci-and-jojo-all-my-life-lyrics,476.0
2298,1998,1990,8,"Candle in the Wind 1997"" / ""Something About the Way You Look Tonight",Elton John,candle in the wind 1997 something about the way you look tonight,elton john,genius,https://genius.com/Elton-john-candle-in-the-wind-1997-lyrics,293.0
2299,1998,1990,9,Nice & Slow,Usher,nice slow,usher,genius,https://genius.com/Usher-nice-and-slow-lyrics,468.0
2300,1998,1990,10,I Don't Want to Wait,Paula Cole,i dont want to wait,paula cole,genius,https://genius.com/Paula-cole-i-dont-want-to-wait-lyrics,448.0
2301,1998,1990,11,How's It Going to Be,Third Eye Blind,hows it going to be,third eye blind,genius,https://genius.com/Third-eye-blind-hows-it-going-to-be-lyrics,253.0
2302,1998,1990,12,"No, No, No",Destiny's Child,no no no,destinys child,genius,https://genius.com/Destinys-child-no-no-no-part-2-lyrics,722.0
2303,1998,1990,13,My Heart Will Go On,Celine Dion,my heart will go on,celine dion,genius,https://genius.com/Celine-dion-my-heart-will-go-on-movie-version-lyrics,172.0
2304,1998,1990,14,Gettin' Jiggy wit It,Will Smith,gettin jiggy wit it,will smith,genius,https://genius.com/Will-smith-gettin-jiggy-wit-it-lyrics,677.0
2305,1998,1990,15,You Make Me Wanna...,Usher,you make me wanna,usher,genius,https://genius.com/Usher-you-make-me-wanna-lyrics,710.0
2306,1998,1990,17,My All,Mariah Carey,my all,mariah carey,genius,https://genius.com/Mariah-carey-my-all-lyrics,215.0
2307,1998,1990,18,The First Night,Monica,the first night,monica,genius,https://genius.com/Monica-the-first-night-lyrics,689.0
2308,1998,1990,19,Been Around the World,Puff Daddy featuring The Notorious B.I.G. and Mase,been around the world,puff daddy,genius,https://genius.com/Puff-daddy-and-the-family-been-around-the-world-lyrics,1279.0
2309,1998,1990,20,Adia,Sarah McLachlan,adia,sarah mclachlan,genius,https://genius.com/Sarah-mclachlan-adia-lyrics,227.0
2310,1998,1990,21,Crush,Jennifer Paige,crush,jennifer paige,genius,https://genius.com/Jennifer-paige-crush-lyrics,328.0
2311,1998,1990,22,Everybody (Backstreet's Back),Backstreet Boys,everybody backstreets back,backstreet boys,genius,https://genius.com/Backstreet-boys-everybody-backstreets-back-lyrics,248.0
2312,1998,1990,23,I Don't Want to Miss a Thing,Aerosmith,i dont want to miss a thing,aerosmith,genius,https://genius.com/Aerosmith-i-dont-want-to-miss-a-thing-lyrics,364.0
2313,1998,1990,24,Body Bumpin' (Yippie-Yi-Yo),Public Announcement,body bumpin yippieyiyo,public announcement,genius,https://genius.com/Public-announcement-body-bumpin-yippie-yi-yo-lyrics,670.0
2314,1998,1990,25,This Kiss,Faith Hill,this kiss,faith hill,genius,https://genius.com/Faith-hill-this-kiss-lyrics,320.0
2315,1998,1990,26,I Don't Ever Want to See You Again,Uncle Sam,i dont ever want to see you again,uncle sam,genius,https://genius.com/Uncle-sam-r-b-i-dont-ever-want-to-see-you-again-lyrics,693.0
2316,1998,1990,27,Let's Ride,Montell Jordan featuring Master P and Silkk the Shocker,lets ride,montell jordan,genius,https://genius.com/Montell-jordan-lets-ride-lyrics,617.0
2317,1998,1990,28,Sex and Candy,Marcy Playground,sex and candy,marcy playground,genius,https://genius.com/Marcy-playground-sex-and-candy-lyrics,203.0
2318,1998,1990,29,Show Me Love,Robyn,show me love,robyn,genius,https://genius.com/Robyn-show-me-love-lyrics,364.0
2319,1998,1990,30,A Song for Mama,Boyz II Men,a song for mama,boyz ii men,genius,https://genius.com/Boyz-ii-men-a-song-for-mama-lyrics,367.0
2320,1998,1990,31,What You Want,Mase featuring Total,what you want,mase,genius,https://genius.com/Ma-e-what-you-want-lyrics,937.0
2321,1998,1990,32,Frozen,Madonna,frozen,madonna,genius,https://genius.com/Madonna-frozen-lyrics,216.0
2322,1998,1990,33,Gone till November,Wyclef Jean,gone till november,wyclef jean,genius,https://genius.com/Wyclef-jean-gone-till-november-lyrics,552.0
2323,1998,1990,34,My Body,LSG,my body,lsg,genius,https://genius.com/Lsg-r-b-my-body-lyrics,553.0
2324,1998,1990,35,Tubthumping,Chumbawamba,tubthumping,chumbawamba,genius,https://genius.com/Chumbawamba-tubthumping-lyrics,713.0
2325,1998,1990,36,Deja Vu (Uptown Baby),Lord Tariq and Peter Gunz,deja vu uptown baby,lord tariq and peter gunz,genius,https://genius.com/Lord-tariq-and-peter-gunz-deja-vu-uptown-baby-lyrics,832.0
2326,1998,1990,37,I Want You Back,NSYNC,i want you back,nsync,genius,https://genius.com/Nsync-i-want-you-back-lyrics,292.0
2327,1998,1990,38,When the Lights Go Out,Five,when the lights go out,five,genius,https://genius.com/Five-when-the-lights-go-out-lyrics,513.0
2328,1998,1990,39,They Don't Know,Jon B.,they dont know,jon b,genius,https://genius.com/Jon-b-they-dont-know-lyrics,483.0
2329,1998,1990,40,Make 'Em Say Uhh!,"Master P featuring Fiend, Silkk the Shocker, Mia X and Mystikal",make em say uhh,master p,genius,https://genius.com/Master-p-make-em-say-uhh-lyrics,917.0
2330,1998,1990,41,Make It Hot,Nicole featuring Missy Elliott and Mocha,make it hot,nicole,genius,https://genius.com/Lady-wray-make-it-hot-lyrics,498.0
2331,1998,1990,42,Never Ever,All Saints,never ever,all saints,genius,https://genius.com/All-saints-never-ever-lyrics,821.0
2332,1998,1990,43,I Get Lonely,Janet featuring Blackstreet,i get lonely,janet,genius,https://genius.com/Janet-jackson-i-get-lonely-tnt-remix-lyrics,461.0
2333,1998,1990,44,Feel So Good,Mase,feel so good,mase,genius,https://genius.com/Masewonder-feel-so-good-lyrics,341.0
2334,1998,1990,45,Say It,Voices of Theory,say it,voices of theory,genius,https://genius.com/Voices-of-theory-say-it-lyrics,376.0
2335,1998,1990,46,Kiss the Rain,Billie Myers,kiss the rain,billie myers,genius,https://genius.com/Billie-myers-kiss-the-rain-lyrics,289.0
2336,1998,1990,47,Come with Me,Puff Daddy featuring Jimmy Page,come with me,puff daddy,genius,https://genius.com/Diddy-come-with-me-lyrics,583.0
2337,1998,1990,48,Romeo and Juliet,Sylk-E. Fyne featuring Chill,romeo and juliet,sylke fyne,genius,https://genius.com/Sylk-e-fyne-romeo-and-juliet-lyrics,777.0
2338,1998,1990,49,It's All About Me,Mýa and Sisqo,its all about me,mya and sisqo,genius,https://genius.com/Mya-its-all-about-me-lyrics,269.0
2339,1998,1990,50,I Will Come to You,Hanson,i will come to you,hanson,genius,https://genius.com/Hanson-i-will-come-to-you-lyrics,358.0
2340,1998,1990,51,One Week,Barenaked Ladies,one week,barenaked ladies,genius,https://genius.com/Barenaked-ladies-one-week-lyrics,590.0
2341,1998,1990,52,Swing My Way,K. P. & Envyi,swing my way,k p envyi,genius,https://genius.com/Kp-and-envyi-swing-my-way-remix-lyrics,580.0
2342,1998,1990,53,The Arms of the One Who Loves You,Xscape,the arms of the one who loves you,xscape,genius,https://genius.com/Xscape-the-arms-of-the-one-who-loves-you-lyrics,374.0
2343,1998,1990,54,My Love Is the Shhh!,Somethin' for the People featuring Trina & Tamara,my love is the shhh,somethin for the people,genius,https://genius.com/Somethin-for-the-people-my-love-is-the-shhh-lyrics,407.0
2344,1998,1990,55,Daydreamin',Tatyana Ali,daydreamin,tatyana ali,genius,https://genius.com/Tatyana-ali-daydreamin-lyrics,750.0
2345,1998,1990,56,We're Not Making Love No More,Dru Hill,were not making love no more,dru hill,genius,https://genius.com/Dru-hill-were-not-making-love-no-more-lyrics,526.0
2346,1998,1990,57,Semi-Charmed Life,Third Eye Blind,semicharmed life,third eye blind,genius,https://genius.com/Third-eye-blind-semi-charmed-life-lyrics,536.0
2347,1998,1990,58,I Do,Lisa Loeb,i do,lisa loeb,genius,https://genius.com/Lisa-loeb-i-do-lyrics,296.0
2348,1998,1990,59,Lookin' at Me,Mase featuring Puff Daddy,lookin at me,mase,genius,https://genius.com/Ma-e-lookin-at-me-lyrics,745.0
2349,1998,1990,60,Looking Through Your Eyes,LeAnn Rimes,looking through your eyes,leann rimes,genius,https://genius.com/Leann-rimes-looking-through-your-eyes-lyrics,250.0
2350,1998,1990,61,Lately,Divine,lately,divine,genius,https://genius.com/Divine-girl-group-lately-lyrics,370.0
2351,1998,1990,62,Quit Playing Games (With My Heart),Backstreet Boys,quit playing games with my heart,backstreet boys,genius,https://genius.com/Backstreet-boys-quit-playing-games-with-my-heart-lyrics,387.0
2352,1998,1990,63,I Still Love You,Next,i still love you,next,genius,https://genius.com/Next-i-still-love-you-lyrics,538.0
2353,1998,1990,64,Time After Time,INOJ,time a,inoj,genius,https://genius.com/Inoj-time-after-time-lyrics,339.0
2354,1998,1990,65,Are You Jimmy Ray?,Jimmy Ray,are you jimmy ray,jimmy ray,genius,https://genius.com/Jimmy-ray-are-you-jimmy-ray-lyrics,446.0
2355,1998,1990,66,Cruel Summer,Ace of Base,cruel summer,ace of base,genius,https://genius.com/Ace-of-base-cruel-summer-lyrics,322.0
2356,1998,1990,67,I Got the Hook Up,Master P featuring Sons of Funk,i got the hook up,master p,genius,https://genius.com/Master-p-i-got-the-hook-up-lyrics,745.0
2357,1998,1990,68,Victory,Puff Daddy & the Family featuring The Notorious B.I.G. and Busta Rhymes,victory,puff daddy the family,azlyrics,https://www.azlyrics.com/lyrics/puffdaddy/victory.html,852.0
2358,1998,1990,69,Too Much,Spice Girls,too much,spice girls,genius,https://genius.com/Spice-girls-too-much-lyrics,314.0
2359,1998,1990,70,Ghetto Supastar (That Is What You Are),Pras Michel featuring Ol' Dirty Bastard and Mýa,ghetto supastar that is what you are,pras michel,genius,https://genius.com/Pras-ghetto-supastar-that-is-what-you-are-lyrics,618.0
